"id","incident_id","name","country","category","subcategory"
"4714_13",2353,"Not available","Romania","Critical infrastructure","Critical Manufacturing"
"4714_14",2353,"Not available","Romania","Critical infrastructure","Research"
"4711_0",2353,"Not available","Moldova, Republic of","State institutions / political system","Government / ministries"
"4711_1",2353,"Not available","Moldova, Republic of","Critical infrastructure","Energy"
"4711_2",2353,"Not available","Moldova, Republic of","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"4711_3",2353,"Not available","Moldova, Republic of","Media","Not available"
"4711_4",2353,"Not available","Moldova, Republic of","State institutions / political system","Civil service / administration"
"4711_5",2353,"Not available","Moldova, Republic of","State institutions / political system","Military"
"4711_6",2353,"Not available","Moldova, Republic of","Critical infrastructure","Transportation"
"4711_7",2353,"Not available","Moldova, Republic of","Critical infrastructure","Health"
"4711_8",2353,"Not available","Moldova, Republic of","Critical infrastructure","Telecommunications"
"4711_9",2353,"Not available","Moldova, Republic of","Education","Not available"
"4711_10",2353,"Not available","Moldova, Republic of","Critical infrastructure","Finance"
"4711_11",2353,"Not available","Moldova, Republic of","Critical infrastructure","Defence industry"
"4711_12",2353,"Not available","Moldova, Republic of","Critical infrastructure","Space"
"4711_13",2353,"Not available","Moldova, Republic of","Critical infrastructure","Critical Manufacturing"
"4711_14",2353,"Not available","Moldova, Republic of","Critical infrastructure","Research"
"4676_0",2353,"Not available","Thailand","State institutions / political system","Government / ministries"
"4676_1",2353,"Not available","Thailand","Critical infrastructure","Energy"
"4676_2",2353,"Not available","Thailand","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"4676_3",2353,"Not available","Thailand","Media","Not available"
"4676_4",2353,"Not available","Thailand","State institutions / political system","Civil service / administration"
"4676_5",2353,"Not available","Thailand","State institutions / political system","Military"
"4676_6",2353,"Not available","Thailand","Critical infrastructure","Transportation"
"4676_7",2353,"Not available","Thailand","Critical infrastructure","Health"
"4676_8",2353,"Not available","Thailand","Critical infrastructure","Telecommunications"
"4676_9",2353,"Not available","Thailand","Education","Not available"
"4676_10",2353,"Not available","Thailand","Critical infrastructure","Finance"
"4676_11",2353,"Not available","Thailand","Critical infrastructure","Defence industry"
"4676_12",2353,"Not available","Thailand","Critical infrastructure","Space"
"4676_13",2353,"Not available","Thailand","Critical infrastructure","Critical Manufacturing"
"4676_14",2353,"Not available","Thailand","Critical infrastructure","Research"
"4693_0",2353,"Not available","Morocco","State institutions / political system","Government / ministries"
"4693_1",2353,"Not available","Morocco","Critical infrastructure","Energy"
"4693_2",2353,"Not available","Morocco","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"4693_3",2353,"Not available","Morocco","Media","Not available"
"4693_4",2353,"Not available","Morocco","State institutions / political system","Civil service / administration"
"4693_5",2353,"Not available","Morocco","State institutions / political system","Military"
"4693_6",2353,"Not available","Morocco","Critical infrastructure","Transportation"
"4693_7",2353,"Not available","Morocco","Critical infrastructure","Health"
"4693_8",2353,"Not available","Morocco","Critical infrastructure","Telecommunications"
"4693_9",2353,"Not available","Morocco","Education","Not available"
"4693_10",2353,"Not available","Morocco","Critical infrastructure","Finance"
"4693_11",2353,"Not available","Morocco","Critical infrastructure","Defence industry"
"4693_12",2353,"Not available","Morocco","Critical infrastructure","Space"
"4693_13",2353,"Not available","Morocco","Critical infrastructure","Critical Manufacturing"
"4693_14",2353,"Not available","Morocco","Critical infrastructure","Research"
"4673_0",2353,"Not available","Burundi","State institutions / political system","Government / ministries"
"4673_1",2353,"Not available","Burundi","Critical infrastructure","Energy"
"4673_2",2353,"Not available","Burundi","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"4673_3",2353,"Not available","Burundi","Media","Not available"
"4673_4",2353,"Not available","Burundi","State institutions / political system","Civil service / administration"
"4673_5",2353,"Not available","Burundi","State institutions / political system","Military"
"4673_6",2353,"Not available","Burundi","Critical infrastructure","Transportation"
"4673_7",2353,"Not available","Burundi","Critical infrastructure","Health"
"4673_8",2353,"Not available","Burundi","Critical infrastructure","Telecommunications"
"4673_9",2353,"Not available","Burundi","Education","Not available"
"4673_10",2353,"Not available","Burundi","Critical infrastructure","Finance"
"4673_11",2353,"Not available","Burundi","Critical infrastructure","Defence industry"
"4673_12",2353,"Not available","Burundi","Critical infrastructure","Space"
"4673_13",2353,"Not available","Burundi","Critical infrastructure","Critical Manufacturing"
"4673_14",2353,"Not available","Burundi","Critical infrastructure","Research"
"4690_0",2353,"Not available","Albania","State institutions / political system","Government / ministries"
"4690_1",2353,"Not available","Albania","Critical infrastructure","Energy"
"4690_2",2353,"Not available","Albania","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"4690_3",2353,"Not available","Albania","Media","Not available"
"4690_4",2353,"Not available","Albania","State institutions / political system","Civil service / administration"
"4690_5",2353,"Not available","Albania","State institutions / political system","Military"
"4690_6",2353,"Not available","Albania","Critical infrastructure","Transportation"
"4690_7",2353,"Not available","Albania","Critical infrastructure","Health"
"4690_8",2353,"Not available","Albania","Critical infrastructure","Telecommunications"
"4690_9",2353,"Not available","Albania","Education","Not available"
"4690_10",2353,"Not available","Albania","Critical infrastructure","Finance"
"4690_11",2353,"Not available","Albania","Critical infrastructure","Defence industry"
"4690_12",2353,"Not available","Albania","Critical infrastructure","Space"
"4690_13",2353,"Not available","Albania","Critical infrastructure","Critical Manufacturing"
"4690_14",2353,"Not available","Albania","Critical infrastructure","Research"
"4679_0",2353,"Not available","Sri Lanka","State institutions / political system","Government / ministries"
"4679_1",2353,"Not available","Sri Lanka","Critical infrastructure","Energy"
"4679_2",2353,"Not available","Sri Lanka","Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition)","Not available"
"4679_3",2353,"Not available","Sri Lanka","Media","Not available"
"4679_4",2353,"Not available","Sri Lanka","State institutions / political system","Civil service / administration"
"4679_5",2353,"Not available","Sri Lanka","State institutions / political system","Military"
"4679_6",2353,"Not available","Sri Lanka","Critical infrastructure","Transportation"
"4679_7",2353,"Not available","Sri Lanka","Critical infrastructure","Health"
"4679_8",2353,"Not available","Sri Lanka","Critical infrastructure","Telecommunications"
"4679_9",2353,"Not available","Sri Lanka","Education","Not available"
"4679_10",2353,"Not available","Sri Lanka","Critical infrastructure","Finance"
"4679_11",2353,"Not available","Sri Lanka","Critical infrastructure","Defence industry"
"4679_12",2353,"Not available","Sri Lanka","Critical infrastructure","Space"
"4679_13",2353,"Not available","Sri Lanka","Critical infrastructure","Critical Manufacturing"
"4679_14",2353,"Not available","Sri Lanka","Critical infrastructure","Research"
"4686_0",2353,"Not available","United Arab Emirates","State institutions / political system","Government / ministries"
